Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Sample_Area,LF_Sm_Woody,DBH,Status,Length,Rooting,Count,Scientific_Name,Code,Life_Form,Nativity,Comments,Certified,Verified
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,2,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L2,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,38,FALSE,Transect 3,Seedling,<1,Live,L3,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,46,FALSE,Transect 3,Seedling,<1,Live,L1,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,2,FALSE,Quad 4,Small Tree,1<5,Live,,R1,4,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,6,FALSE,Quad 4,Small Tree,1<5,Live,,R1,4,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,1,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,52,FALSE,Transect 3,Seedling,<1,Live,L2,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,55,FALSE,Quad 4,Small Tree,5<10,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,49,FALSE,Quad 4,Small Tree,1<5,Live,,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,7,FALSE,Quad 4,Small Tree,1<5,Live,,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,11,FALSE,Quad 4,Small Tree,1<5,Live,,R1,6,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,31,FALSE,Transect 3,Seedling,<1,Live,L2,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,9,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,46,FALSE,Quad 4,Small Tree,1<5,Live,,R1,10,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,39,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,8,FALSE,Quad 4,Small Tree,5<10,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,27,FALSE,Transect 3,Seedling,<1,Live,L1,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,27,FALSE,Transect 3,Seedling,<1,Live,L2,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,27,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R2,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,11,FALSE,Quad 4,Small Tree,1<5,Live,,R1,4,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,11,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,11,FALSE,Transect 3,Seedling,<1,Live,L1,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,11,FALSE,Transect 3,Seedling,<1,Live,L2,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,4,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,4,FALSE,Quad 4,Small Tree,1<5,Live,,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,24,FALSE,Quad 4,Small Tree,5<10,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,6,FALSE,Quad 4,Small Tree,1<5,Live,,R2,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,6,FALSE,Quad 4,Small Tree,1<5,Live,,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,6,FALSE,Quad 4,Small Tree,1<5,Live,,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,2,FALSE,Quad 4,Small Tree,1<5,Live,,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,6,FALSE,Quad 4,Small Tree,5<10,Live,,R5,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,19,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,19,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,28,FALSE,Quad 4,Small Tree,1<5,Live,,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,4,FALSE,Quad 4,Small Tree,1<5,Live,,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,4,FALSE,Quad 4,Small Tree,5<10,Live,,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,5,FALSE,Quad 4,Small Tree,5<10,Live,,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,16,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,39,FALSE,Quad 4,Small Tree,1<5,Live,,R1,5,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,2,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,41,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L1,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,33,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,21,FALSE,Quad 4,Small Tree,1<5,Live,,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,55,FALSE,Transect 3,Seedling,<1,Live,L2,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,9,FALSE,Quad 4,Small Tree,5<10,Live,,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L2,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,44,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L2,R1,5,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,30,FALSE,Quad 4,Small Tree,5<10,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,7,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,7,FALSE,Quad 4,Small Tree,1<5,Live,,R2,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,2,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,2,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,1,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,1,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,9,FALSE,Quad 4,Small Tree,5<10,Live,,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,9,FALSE,Quad 4,Small Tree,1<5,Live,,R3,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,9,FALSE,Transect 3,Seedling,<1,Live,L1,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,9,FALSE,Transect 3,Seedling,<1,Live,L2,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,9,FALSE,Transect 3,Seedling,<1,Live,L2,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L1,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L1,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,1,FALSE,Quad 4,Small Tree,5<10,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,21,FALSE,Transect 3,Seedling,<1,Live,L3,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,25,FALSE,Quad 4,Small Tree,1<5,Live,,R1,14,Myrsine lessertiana,MYRLES,Tree,Native,quad 4,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,3,FALSE,Quad 4,Small Tree,1<5,Live,,R2,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,23,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,20,FALSE,Quad 4,Small Tree,1<5,Live,,R4,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,34,FALSE,Quad 4,Small Tree,1<5,Live,,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,21,FALSE,Transect 3,Seedling,<1,Live,L2,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,23,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,4,FALSE,Quad 4,Small Tree,5<10,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,8,FALSE,Quad 4,Small Tree,1<5,Live,,R3,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L2,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,37,FALSE,Quad 4,Small Tree,1<5,Live,,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,Quad 4,Small Tree,1<5,Live,,R3,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,15,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,34,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L2,R1,6,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L3,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,13,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,38,FALSE,Quad 4,Small Tree,5<10,Live,,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,8,FALSE,Transect 3,Seedling,<1,Live,L1,R1,6,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,12,FALSE,Transect 3,Seedling,<1,Live,L2,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,30,FALSE,Quad 4,Small Tree,1<5,Live,,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,4,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L1,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,29,FALSE,Quad 4,Small Tree,1<5,Live,,R5,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,Transect 3,Seedling,<1,Live,L2,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,12,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,Quad 4,Small Tree,1<5,Live,,R1,5,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L1,R1,5,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,35,FALSE,Quad 4,Small Tree,5<10,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,28,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,45,FALSE,Quad 4,Small Tree,1<5,Live,,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L1,R3,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,Quad 4,Small Tree,5<10,Live,,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,45,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,41,FALSE,Transect 3,Seedling,<1,Live,L1,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L2,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,Quad 4,Small Tree,1<5,Live,,R4,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,21,FALSE,Transect 3,Seedling,<1,Live,L1,R1,5,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,8,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,quad 4,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,35,FALSE,Quad 4,Small Tree,1<5,Live,,R1,9,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,Quad 4,Small Tree,5<10,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,17,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,quad 4,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,35,FALSE,Quad 4,Small Tree,5<10,Live,,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R3,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,4,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L1,R2,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,2,FALSE,Quad 4,Small Tree,5<10,Live,,R3,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,12,FALSE,Transect 3,Seedling,<1,Live,L1,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,12,FALSE,Transect 3,Seedling,<1,Live,L2,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,12,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,Transect 3,Seedling,<1,Live,L1,R1,4,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,2,FALSE,Transect 3,Seedling,<1,Live,L3,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,38,FALSE,Transect 3,Seedling,<1,Live,L2,R3,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,19,FALSE,Quad 4,Small Tree,1<5,Live,,R1,2,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,8,FALSE,Transect 3,Seedling,<1,Live,L2,R2,1,Myrsine lessertiana,MYRLES,Tree,Native,,TRUE,TRUE
