Event_ID,Image_Point_ID,Unit_Code,Community,Sampling_Frame,Year,Cycle,Transect_Type,Transect_Number,Image_Point,Latitude,Latitude_Dir,Longitude,Longitude_Dir,GCS,GPS_Error
20210928152523-384382843.971252,20210928152740-401623606.681824,HAVO,Wet Forest,Olaa,2021,3,Fixed,6,200,19.489157,North,-155.252153,West,World Geodetic System 1984,2.8
20210928152523-384382843.971252,20210928152808-549159526.824951,HAVO,Wet Forest,Olaa,2021,3,Fixed,6,400,19.489922,North,-155.250425,West,World Geodetic System 1984,2.8
20210928152523-384382843.971252,20210928152832-123320698.738098,HAVO,Wet Forest,Olaa,2021,3,Fixed,6,600,19.490757,North,-155.248788,West,World Geodetic System 1984,3.8
20210928152523-384382843.971252,20210928152904-7812261.5814209,HAVO,Wet Forest,Olaa,2021,3,Fixed,6,800,19.491597,North,-155.24711,West,World Geodetic System 1984,6.6
20210928152523-384382843.971252,20210928152933-921605467.796326,HAVO,Wet Forest,Olaa,2021,3,Fixed,6,1000,19.492228,North,-155.245282,West,World Geodetic System 1984,3.8
20210928160546-239588975.906372,20210928160839-533424019.813538,HAVO,Wet Forest,Olaa,2021,3,Fixed,8,0,19.495885,North,-155.259783,West,World Geodetic System 1984,2.8
20210928160546-239588975.906372,20210928160908-289562463.760376,HAVO,Wet Forest,Olaa,2021,3,Fixed,8,200,19.496578,North,-155.258188,West,World Geodetic System 1984,3.8
20210928160546-239588975.906372,20210928160933-774740099.906921,HAVO,Wet Forest,Olaa,2021,3,Fixed,8,400,19.497578,North,-155.256807,West,World Geodetic System 1984,2.8
20210928160546-239588975.906372,20210928161004-760723590.85083,HAVO,Wet Forest,Olaa,2021,3,Fixed,8,600,19.49848,North,-155.255138,West,World Geodetic System 1984,2.8
20210928160546-239588975.906372,20210928161032-709037899.971008,HAVO,Wet Forest,Olaa,2021,3,Fixed,8,800,19.49935,North,-155.253623,West,World Geodetic System 1984,2.8
20210928160546-239588975.906372,20210928161058-414032697.677612,HAVO,Wet Forest,Olaa,2021,3,Fixed,8,1000,19.500272,North,-155.252032,West,World Geodetic System 1984,3.8
20210928163356-412967801.094055,20210928163542-543177008.628845,HAVO,Wet Forest,Olaa,2021,3,Fixed,10,0,19.501627,North,-155.271118,West,World Geodetic System 1984,3.8
20210928163356-412967801.094055,20210928163628-540913581.848145,HAVO,Wet Forest,Olaa,2021,3,Fixed,10,200,19.502358,North,-155.269435,West,World Geodetic System 1984,2.8
20210928163356-412967801.094055,20210928163652-509068131.446838,HAVO,Wet Forest,Olaa,2021,3,Fixed,10,400,19.502772,North,-155.267802,West,World Geodetic System 1984,2.8
20210928163356-412967801.094055,20210928163716-619187593.460083,HAVO,Wet Forest,Olaa,2021,3,Fixed,10,600,19.503412,North,-155.266122,West,World Geodetic System 1984,2.8
20210928163356-412967801.094055,20210928163744-680819392.204285,HAVO,Wet Forest,Olaa,2021,3,Fixed,10,800,19.504282,North,-155.264492,West,World Geodetic System 1984,3.8
20210928163356-412967801.094055,20210928163818-370515346.5271,HAVO,Wet Forest,Olaa,2021,3,Fixed,10,1000,19.504608,North,-155.262895,West,World Geodetic System 1984,2.8
20210928164948-494376718.997955,20210928165026-217799842.357635,HAVO,Wet Forest,Olaa,2021,3,Rotational,34,0,19.494887,North,-155.257002,West,World Geodetic System 1984,2.8
20210928164948-494376718.997955,20210928165100-395844280.719757,HAVO,Wet Forest,Olaa,2021,3,Rotational,34,200,19.496018,North,-155.258482,West,World Geodetic System 1984,2.8
20210928164948-494376718.997955,20210928165122-503371179.103851,HAVO,Wet Forest,Olaa,2021,3,Rotational,34,400,19.497355,North,-155.259842,West,World Geodetic System 1984,2.8
20210928164948-494376718.997955,20210928165147-517255842.685699,HAVO,Wet Forest,Olaa,2021,3,Rotational,34,600,19.498668,North,-155.261397,West,World Geodetic System 1984,3.8
20210928164948-494376718.997955,20210928165212-557501018.047333,HAVO,Wet Forest,Olaa,2021,3,Rotational,34,800,19.499898,North,-155.262765,West,World Geodetic System 1984,2.8
20210928164948-494376718.997955,20210928165237-657256424.427032,HAVO,Wet Forest,Olaa,2021,3,Rotational,34,1000,19.500923,North,-155.264117,West,World Geodetic System 1984,3.8
20210928170708-378606200.218201,20210928170808-526573181.152344,HAVO,Wet Forest,Olaa,2021,3,Rotational,35,0,19.508687,North,-155.26242,West,World Geodetic System 1984,5
20210928170708-378606200.218201,20210928170827-581176400.184631,HAVO,Wet Forest,Olaa,2021,3,Rotational,35,200,19.506982,North,-155.262078,West,World Geodetic System 1984,4
20210928170708-378606200.218201,20210928170846-78708887.1002197,HAVO,Wet Forest,Olaa,2021,3,Rotational,35,400,19.505349,North,-155.261679,West,World Geodetic System 1984,4
20210928170708-378606200.218201,20210928170908-111432909.965515,HAVO,Wet Forest,Olaa,2021,3,Rotational,35,600,19.503602,North,-155.261432,West,World Geodetic System 1984,5
20210928170708-378606200.218201,20210928170939-900333881.378174,HAVO,Wet Forest,Olaa,2021,3,Rotational,35,800,19.501911,North,-155.261152,West,World Geodetic System 1984,5
20210928170708-378606200.218201,20210928170958-949905514.717102,HAVO,Wet Forest,Olaa,2021,3,Rotational,35,1000,19.500176,North,-155.260671,West,World Geodetic System 1984,5
20210929074214-579518616.199493,20210929074307-301948010.921478,HAVO,Wet Forest,Olaa,2021,3,Rotational,37,0,19.490493,North,-155.255615,West,World Geodetic System 1984,2.8
20210929074214-579518616.199493,20210929074334-14017641.544342,HAVO,Wet Forest,Olaa,2021,3,Rotational,37,200,19.488818,North,-155.255285,West,World Geodetic System 1984,2.8
20210929074214-579518616.199493,20210929074356-814490020.275116,HAVO,Wet Forest,Olaa,2021,3,Rotational,37,400,19.486968,North,-155.255148,West,World Geodetic System 1984,2.8
20210929074214-579518616.199493,20210929074418-45352756.9770813,HAVO,Wet Forest,Olaa,2021,3,Rotational,37,600,19.485192,North,-155.255003,West,World Geodetic System 1984,3.8
20210929074214-579518616.199493,20210929074440-862619340.419769,HAVO,Wet Forest,Olaa,2021,3,Rotational,37,800,19.483548,North,-155.254875,West,World Geodetic System 1984,3.8
20210929074214-579518616.199493,20210929074722-373536169.528961,HAVO,Wet Forest,Olaa,2021,3,Rotational,37,1000,19.481945,North,-155.254828,West,World Geodetic System 1984,1.9
20211207124436-705547511.577606,20220322145854-631742417.812347,HAVO,Wet Forest,Olaa,2021,3,Fixed,5,0,19.4938,North,-155.229527,West,World Geodetic System 1984,3.8
20211207124436-705547511.577606,20220322150017-428456366.062164,HAVO,Wet Forest,Olaa,2021,3,Fixed,5,200,19.494628,North,-155.227823,West,World Geodetic System 1984,2.8
20211207124436-705547511.577606,20220322150123-561040103.435516,HAVO,Wet Forest,Olaa,2021,3,Fixed,5,400,19.495525,North,-155.226062,West,World Geodetic System 1984,3.8
20211207124436-705547511.577606,20220322150211-913717567.920685,HAVO,Wet Forest,Olaa,2021,3,Fixed,5,600,19.496152,North,-155.224422,West,World Geodetic System 1984,2.8
20211207124436-705547511.577606,20220322150259-22629201.4122009,HAVO,Wet Forest,Olaa,2021,3,Fixed,5,800,19.496848,North,-155.222677,West,World Geodetic System 1984,2.8
20211207124436-705547511.577606,20220322150342-916163980.960846,HAVO,Wet Forest,Olaa,2021,3,Fixed,5,1000,19.497535,North,-155.2209,West,World Geodetic System 1984,3.8
20211207133913-674826085.567474,20220322161405-634371936.321259,HAVO,Wet Forest,Olaa,2021,3,Fixed,7,0,19.506228,North,-155.234227,West,World Geodetic System 1984,3.8
20211207133913-674826085.567474,20220322161640-960422813.892365,HAVO,Wet Forest,Olaa,2021,3,Fixed,7,200,19.506782,North,-155.232758,West,World Geodetic System 1984,3.8
20211207133913-674826085.567474,20220322161753-923445165.157318,HAVO,Wet Forest,Olaa,2021,3,Fixed,7,400,19.507642,North,-155.230935,West,World Geodetic System 1984,2.8
20211207133913-674826085.567474,20220322161834-347726404.666901,HAVO,Wet Forest,Olaa,2021,3,Fixed,7,600,19.508325,North,-155.229253,West,World Geodetic System 1984,2.8
20211207133913-674826085.567474,20220322161947-479978263.378143,HAVO,Wet Forest,Olaa,2021,3,Fixed,7,800,19.509057,North,-155.227612,West,World Geodetic System 1984,3.8
20211207133913-674826085.567474,20220322162033-993731319.904327,HAVO,Wet Forest,Olaa,2021,3,Fixed,7,1000,19.509708,North,-155.225877,West,World Geodetic System 1984,3.8
20211207150209-54648637.7716064,20220323071512-378902554.512024,HAVO,Wet Forest,Olaa,2021,3,Fixed,9,0,19.510825,North,-155.247632,West,World Geodetic System 1984,2.8
20211207150209-54648637.7716064,20220323071617-919377088.546753,HAVO,Wet Forest,Olaa,2021,3,Fixed,9,200,19.511774,North,-155.246001,West,World Geodetic System 1984,4.9
20211207150209-54648637.7716064,20220323071659-627642035.484314,HAVO,Wet Forest,Olaa,2021,3,Fixed,9,400,19.512667,North,-155.244357,West,World Geodetic System 1984,4.4
20211207150209-54648637.7716064,20220323071732-97973823.5473633,HAVO,Wet Forest,Olaa,2021,3,Fixed,9,600,19.513515,North,-155.242857,West,World Geodetic System 1984,2.8
20211207150209-54648637.7716064,20220323071820-694485306.739807,HAVO,Wet Forest,Olaa,2021,3,Fixed,9,800,19.51422,North,-155.241118,West,World Geodetic System 1984,2.8
20211207150209-54648637.7716064,20220323071859-834817171.096802,HAVO,Wet Forest,Olaa,2021,3,Fixed,9,1000,19.515083,North,-155.239487,West,World Geodetic System 1984,3.8
20211207153326-363467097.28241,20220323075824-297258019.447327,HAVO,Wet Forest,Olaa,2021,3,Rotational,31,0,19.488242,North,-155.234905,West,World Geodetic System 1984,2.8
20211207153326-363467097.28241,20220323075938-480474710.464478,HAVO,Wet Forest,Olaa,2021,3,Rotational,31,200,19.487815,North,-155.236822,West,World Geodetic System 1984,3.8
20211207153326-363467097.28241,20220323080017-340606570.243835,HAVO,Wet Forest,Olaa,2021,3,Rotational,31,400,19.48737,North,-155.238563,West,World Geodetic System 1984,3.8
20211207153326-363467097.28241,20220323080049-482428073.883057,HAVO,Wet Forest,Olaa,2021,3,Rotational,31,600,19.486742,North,-155.240345,West,World Geodetic System 1984,1.9
20211207153326-363467097.28241,20220323080118-864534497.261047,HAVO,Wet Forest,Olaa,2021,3,Rotational,31,800,19.486225,North,-155.24217,West,World Geodetic System 1984,1.9
20211207153326-363467097.28241,20220323080144-754908323.287964,HAVO,Wet Forest,Olaa,2021,3,Rotational,31,1000,19.485778,North,-155.244043,West,World Geodetic System 1984,1.9
20211207155845-957129836.082458,20220323081734-721895098.686218,HAVO,Wet Forest,Olaa,2021,3,Rotational,32,0,19.466913,North,-155.24614,West,World Geodetic System 1984,2.8
20211207155845-957129836.082458,20220323081843-339806079.864502,HAVO,Wet Forest,Olaa,2021,3,Rotational,32,200,19.466967,North,-155.244257,West,World Geodetic System 1984,2.8
20211207155845-957129836.082458,20220323081919-412967801.094055,HAVO,Wet Forest,Olaa,2021,3,Rotational,32,400,19.46706,North,-155.242358,West,World Geodetic System 1984,2.8
20211207155845-957129836.082458,20220323082042-179089307.785034,HAVO,Wet Forest,Olaa,2021,3,Rotational,32,600,19.466997,North,-155.240408,West,World Geodetic System 1984,2.8
20211207155845-957129836.082458,20220323082121-543177008.628845,HAVO,Wet Forest,Olaa,2021,3,Rotational,32,800,19.467147,North,-155.238547,West,World Geodetic System 1984,2.8
20211207155845-957129836.082458,20220323082158-540913581.848145,HAVO,Wet Forest,Olaa,2021,3,Rotational,32,1000,19.467173,North,-155.236612,West,World Geodetic System 1984,2.8
20211207161552-262924849.98703,20220323085619-561009287.834167,HAVO,Wet Forest,Olaa,2021,3,Rotational,33,0,19.506127,North,-155.26766,West,World Geodetic System 1984,3.8
20211207161552-262924849.98703,20220323085747-468005657.196045,HAVO,Wet Forest,Olaa,2021,3,Rotational,33,200,19.506752,North,-155.265997,West,World Geodetic System 1984,3.8
20211207161552-262924849.98703,20220323085822-752310872.077942,HAVO,Wet Forest,Olaa,2021,3,Rotational,33,400,19.507433,North,-155.26478,West,World Geodetic System 1984,2.8
20211207161552-262924849.98703,20220323085852-903098821.640015,HAVO,Wet Forest,Olaa,2021,3,Rotational,33,600,19.508333,North,-155.262791,West,World Geodetic System 1984,4.6
20211207161552-262924849.98703,20220323085922-88559508.3236694,HAVO,Wet Forest,Olaa,2021,3,Rotational,33,800,19.509192,North,-155.261078,West,World Geodetic System 1984,2.8
20211207161552-262924849.98703,20220323085952-713027954.101563,HAVO,Wet Forest,Olaa,2021,3,Rotational,33,1000,19.510093,North,-155.259432,West,World Geodetic System 1984,2.8
20211207164407-606778442.85965,20220323102428-878384590.148926,HAVO,Wet Forest,Olaa,2021,3,Rotational,36,0,19.482988,North,-155.232877,West,World Geodetic System 1984,2.8
20211207164407-606778442.85965,20220323102522-374432206.15387,HAVO,Wet Forest,Olaa,2021,3,Rotational,36,200,19.481773,North,-155.234348,West,World Geodetic System 1984,2.8
20211207164407-606778442.85965,20220323102550-860589265.823364,HAVO,Wet Forest,Olaa,2021,3,Rotational,36,400,19.480787,North,-155.235848,West,World Geodetic System 1984,3.8
20211207164407-606778442.85965,20220323102618-931559443.473816,HAVO,Wet Forest,Olaa,2021,3,Rotational,36,600,19.479492,North,-155.237373,West,World Geodetic System 1984,2.8
20211207164407-606778442.85965,20220323102648-330300807.952881,HAVO,Wet Forest,Olaa,2021,3,Rotational,36,800,19.478483,North,-155.238695,West,World Geodetic System 1984,2.8
20211207164407-606778442.85965,20220323102717-259060978.889465,HAVO,Wet Forest,Olaa,2021,3,Rotational,36,1000,19.477278,North,-155.240212,West,World Geodetic System 1984,2.8
20211207170940-580940365.791321,20220323110243-441216230.392456,HAVO,Wet Forest,Olaa,2021,3,Rotational,39,0,19.493657,North,-155.219067,West,World Geodetic System 1984,3.8
20211207170940-580940365.791321,20220323110354-769506812.095642,HAVO,Wet Forest,Olaa,2021,3,Rotational,39,200,19.495045,North,-155.220132,West,World Geodetic System 1984,3.8
20211207170940-580940365.791321,20220323110434-382569313.049316,HAVO,Wet Forest,Olaa,2021,3,Rotational,39,400,19.496479,North,-155.221228,West,World Geodetic System 1984,3.8
20211207170940-580940365.791321,20220323110518-326157212.257385,HAVO,Wet Forest,Olaa,2021,3,Rotational,39,600,19.497865,North,-155.222375,West,World Geodetic System 1984,5
20211207170940-580940365.791321,20220323110551-152676820.755005,HAVO,Wet Forest,Olaa,2021,3,Rotational,39,800,19.499395,North,-155.223498,West,World Geodetic System 1984,2.8
20211207170940-580940365.791321,20220323110628-99409937.8585815,HAVO,Wet Forest,Olaa,2021,3,Rotational,39,1000,19.500727,North,-155.22473,West,World Geodetic System 1984,2.8
20211208075522-443862497.806549,20220323113526-450942277.908325,HAVO,Wet Forest,Olaa,2021,3,Rotational,40,0,19.470172,North,-155.230093,West,World Geodetic System 1984,2.8
20211208075522-443862497.806549,20220323113603-803330302.238464,HAVO,Wet Forest,Olaa,2021,3,Rotational,40,200,19.471338,North,-155.231573,West,World Geodetic System 1984,3.8
20211208075522-443862497.806549,20220323113637-203582286.834717,HAVO,Wet Forest,Olaa,2021,3,Rotational,40,400,19.472632,North,-155.232877,West,World Geodetic System 1984,2.8
20211208075522-443862497.806549,20220323113710-364688038.825989,HAVO,Wet Forest,Olaa,2021,3,Rotational,40,600,19.473748,North,-155.234243,West,World Geodetic System 1984,3.8
20211208075522-443862497.806549,20220323113750-344180822.372437,HAVO,Wet Forest,Olaa,2021,3,Rotational,40,800,19.47499,North,-155.235518,West,World Geodetic System 1984,3.8
20211208075522-443862497.806549,20220323113827-425485014.915466,HAVO,Wet Forest,Olaa,2021,3,Rotational,40,1000,19.476207,North,-155.236875,West,World Geodetic System 1984,2.8
20220120111417-705547511.577606,20220815111606-289562463.760376,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Fixed,1,0,19.386058,North,-155.229688,West,World Geodetic System 1984,5.6
20220120111417-705547511.577606,20220815111859-760723590.85083,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Fixed,1,200,19.38445,North,-155.228733,West,World Geodetic System 1984,13.2
20220120111417-705547511.577606,20220815112418-364018678.665161,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Fixed,1,400,19.383065,North,-155.227808,West,World Geodetic System 1984,4.7
20220120111417-705547511.577606,20220815112705-647821187.973022,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Fixed,1,600,19.381423,North,-155.226922,West,World Geodetic System 1984,2.8
20220120111417-705547511.577606,20220815113629-226866006.851196,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Fixed,1,800,19.37999,North,-155.2262,West,World Geodetic System 1984,2.8
20220120111417-705547511.577606,20220815114347-15703916.5496826,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Fixed,1,1000,19.378433,North,-155.225243,West,World Geodetic System 1984,2.8
20220120115808-191922485.8284,20220323115428-309617519.378662,HAVO,Wet Forest,Nahuku/East Rift,2021,3,Fixed,2,0,19.385575,North,-155.216413,West,World Geodetic System 1984,2.8
20220120115808-191922485.8284,20220323115527-401036381.721497,HAVO,Wet Forest,Nahuku/East Rift,2021,3,Fixed,2,200,19.383977,North,-155.215497,West,World Geodetic System 1984,2.8
20220120115808-191922485.8284,20220323115556-409597158.432007,HAVO,Wet Forest,Nahuku/East Rift,2021,3,Fixed,2,400,19.382412,North,-155.214622,West,World Geodetic System 1984,1.9
20220120115808-191922485.8284,20220323115626-658763289.451599,HAVO,Wet Forest,Nahuku/East Rift,2021,3,Fixed,2,600,19.380755,North,-155.213615,West,World Geodetic System 1984,3.8
20220120115808-191922485.8284,20220323115658-950330734.25293,HAVO,Wet Forest,Nahuku/East Rift,2021,3,Fixed,2,800,19.379207,North,-155.21274,West,World Geodetic System 1984,2.8
20220120115808-191922485.8284,20220815120124-160441517.829895,HAVO,Wet Forest,Nahuku/East Rift,2021,3,Fixed,2,1000,19.377667,North,-155.212047,West,World Geodetic System 1984,2.8
20220120130802-463584005.832672,20220323122103-605673432.350159,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,36,0,19.384302,North,-155.209795,West,World Geodetic System 1984,2.8
20220120130802-463584005.832672,20220323122228-508166551.589966,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,36,200,19.386072,North,-155.210123,West,World Geodetic System 1984,2.8
20220120130802-463584005.832672,20220323122255-857411265.37323,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,36,400,19.387755,North,-155.210097,West,World Geodetic System 1984,5
20220120130802-463584005.832672,20220323122328-541873455.047607,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,36,600,19.38955,North,-155.210315,West,World Geodetic System 1984,2.8
20220120130802-463584005.832672,20220323122356-73371052.7420044,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,36,800,19.391402,North,-155.2106,West,World Geodetic System 1984,2.1
20220120130802-463584005.832672,20220323122426-698890447.616577,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,36,1000,19.393213,North,-155.210832,West,World Geodetic System 1984,2.8
20220120140345-413233101.36795,20220323123953-406934142.112732,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,38,0,19.383572,North,-155.23379,West,World Geodetic System 1984,2.8
20220120140345-413233101.36795,20220323124121-984649658.203125,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,38,200,19.384695,North,-155.23232,West,World Geodetic System 1984,2.4
20220120140345-413233101.36795,20220323124158-531989693.641663,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,38,400,19.385952,North,-155.230945,West,World Geodetic System 1984,2.4
20220120140345-413233101.36795,20220323124229-89153528.213501,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,38,600,19.38721,North,-155.22951,West,World Geodetic System 1984,
20220120140345-413233101.36795,20220323124410-283559679.985046,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,38,800,19.38837,North,-155.22815,West,World Geodetic System 1984,
20220120140345-413233101.36795,20220323124539-152599811.553955,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,38,1000,19.38961,North,-155.2267,West,World Geodetic System 1984,
20220120144758-857411265.37323,20220323125127-548423886.299133,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,40,0,19.373778,North,-155.217337,West,World Geodetic System 1984,1.9
20220120144758-857411265.37323,20220323125236-781006574.630737,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,40,200,19.373532,North,-155.219185,West,World Geodetic System 1984,2.8
20220120144758-857411265.37323,20220323125307-405744910.240173,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,40,400,19.373462,North,-155.221075,West,World Geodetic System 1984,2.8
20220120144758-857411265.37323,20220323125336-311837196.350098,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,40,600,19.373338,North,-155.22303,West,World Geodetic System 1984,2.8
20220120144758-857411265.37323,20220323125405-517693161.964417,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,40,800,19.37322,North,-155.224788,West,World Geodetic System 1984,2.8
20220120144758-857411265.37323,20220323125454-329625368.118286,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,40,1000,19.373022,North,-155.22669,West,World Geodetic System 1984,1.9
20220321152135-579518616.199493,20220322104013-176886856.555939,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,32,0,19.407272,North,-155.236672,West,World Geodetic System 1984,2.8
20220321152135-579518616.199493,20220322104057-10293424.1294861,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,32,200,19.405835,North,-155.237593,West,World Geodetic System 1984,2.8
20220321152135-579518616.199493,20220322104135-377407610.416412,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,32,400,19.404462,North,-155.238688,West,World Geodetic System 1984,2.8
20220321152135-579518616.199493,20220322104215-979530990.123749,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,32,600,19.403247,North,-155.240155,West,World Geodetic System 1984,2.8
20220321152135-579518616.199493,20220322104245-581502735.614777,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,32,800,19.401893,North,-155.241622,West,World Geodetic System 1984,2.8
20220321152135-579518616.199493,20220322104313-145000398.159027,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,32,1000,19.400783,North,-155.243105,West,World Geodetic System 1984,2.8
20220322095010-130420446.395874,20220322095445-547668516.635895,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,33,0,19.425641,North,-155.251775,West,World Geodetic System 1984,2.8
20220322095010-130420446.395874,20220322095557-538246333.599091,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,33,200,19.424097,North,-155.252458,West,World Geodetic System 1984,2.8
20220322095010-130420446.395874,20220322095757-672427594.661713,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,33,400,19.422343,North,-155.253042,West,World Geodetic System 1984,2.8
20220322095010-130420446.395874,20220322095900-996771395.206451,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,33,600,19.420838,North,-155.253769,West,World Geodetic System 1984,4.7
20220322095010-130420446.395874,20220322100029-495211303.2341,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,33,800,19.418978,North,-155.254762,West,World Geodetic System 1984,2.8
20220322095010-130420446.395874,20220322100101-695281803.607941,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,33,1000,19.417248,North,-155.25527,West,World Geodetic System 1984,2.8
20220322095010-130420446.395874,20220815133804-704395771.026611,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,33,Other,19.420213,North,-155.254057,West,World Geodetic System 1984,5.1
20220322095010-130420446.395874,20220815134438-461874365.80658,HAVO,Wet Forest,Nahuku/East Rift,2022,3,Rotational,33,Other,19.41949,North,-155.254512,West,World Geodetic System 1984,2.8
20220602120255-579518616.199493,20220915165014-533424019.813538,HAVO,Wet Forest,Olaa,2022,3,Rotational,38,0,19.506595,North,-155.20993000000001,West,World Geodetic System 1984,6
20220602120255-579518616.199493,20220915170104-760723590.85083,HAVO,Wet Forest,Olaa,2022,3,Rotational,38,200,19.506387,North,-155.211876,West,World Geodetic System 1984,2
20220602120255-579518616.199493,20220915170350-790480017.662048,HAVO,Wet Forest,Olaa,2022,3,Rotational,38,400,19.506289,North,-155.213814,West,World Geodetic System 1984,5
20220602120255-579518616.199493,20220915170539-364018678.665161,HAVO,Wet Forest,Olaa,2022,3,Rotational,38,600,19.506095,North,-155.215772,West,World Geodetic System 1984,5
20220602120255-579518616.199493,20220915170806-298165440.559387,HAVO,Wet Forest,Olaa,2022,3,Rotational,38,800,19.50594,North,-155.217667,West,World Geodetic System 1984,5
20220602120255-579518616.199493,20220915171016-824602127.075195,HAVO,Wet Forest,Olaa,2022,3,Rotational,38,1000,19.505833,North,-155.219521,West,World Geodetic System 1984,5
20220901091806-705547511.577606,20221213150917-760723590.85083,HAVO,Subalpine Shrubland,Mauna Loa,2022,3,Fixed,2,0,19.318248,North,-155.5532,West,World Geodetic System 1984,1.9
20220901091806-705547511.577606,20221213150953-709037899.971008,HAVO,Subalpine Shrubland,Mauna Loa,2022,3,Fixed,2,100,19.31775,North,-155.55244,West,World Geodetic System 1984,1.9
20220901091806-705547511.577606,20221213151012-414032697.677612,HAVO,Subalpine Shrubland,Mauna Loa,2022,3,Fixed,2,200,19.31734,North,-155.551583,West,World Geodetic System 1984,1.9
20220901091806-705547511.577606,20221213151041-790480017.662048,HAVO,Subalpine Shrubland,Mauna Loa,2022,3,Fixed,2,300,19.316943,North,-155.55074,West,World Geodetic System 1984,1.9
20220901091806-705547511.577606,20221213151122-961953163.146973,HAVO,Subalpine Shrubland,Mauna Loa,2022,3,Fixed,2,400,19.316503,North,-155.549907,West,World Geodetic System 1984,1.9
20220901091806-705547511.577606,20221213151153-56236863.1362915,HAVO,Subalpine Shrubland,Mauna Loa,2022,3,Fixed,2,500,19.316032,North,-155.549077,West,World Geodetic System 1984,1.9
20220906075318-705547511.577606,20220906091059-913717567.920685,HAVO,Wet Forest,Kahuku,2022,3,Fixed,4,0,19.128442,North,-155.679038,West,World Geodetic System 1984,4.6
20220906075318-705547511.577606,20220906091207-22629201.4122009,HAVO,Wet Forest,Kahuku,2022,3,Fixed,4,50,19.128422,North,-155.678573,West,World Geodetic System 1984,1.4
20220906075318-705547511.577606,20220906091317-916163980.960846,HAVO,Wet Forest,Kahuku,2022,3,Fixed,4,100,19.128455,North,-155.678123,West,World Geodetic System 1984,3.9
20220906075318-705547511.577606,20220906091343-677947700.023651,HAVO,Wet Forest,Kahuku,2022,3,Fixed,4,150,19.128425,North,-155.67761,West,World Geodetic System 1984,3.1
20220906075318-705547511.577606,20220906091422-513737499.713898,HAVO,Wet Forest,Kahuku,2022,3,Fixed,4,200,19.12845,North,-155.677183,West,World Geodetic System 1984,4
20220906075318-705547511.577606,20220906091453-353472650.051117,HAVO,Wet Forest,Kahuku,2022,3,Fixed,4,250,19.128435,North,-155.676673,West,World Geodetic System 1984,11.1
20220906093025-979077935.218811,20220906093124-390291452.407837,HAVO,Wet Forest,Kahuku,2022,3,Rotational,52,0,19.138933,North,-155.680402,West,World Geodetic System 1984,1.9
20220906093025-979077935.218811,20220906093513-489894747.73407,HAVO,Wet Forest,Kahuku,2022,3,Rotational,52,50,19.138543,North,-155.68029,West,World Geodetic System 1984,2.8
20220906093025-979077935.218811,20220906093539-474459171.295166,HAVO,Wet Forest,Kahuku,2022,3,Rotational,52,100,19.138191,North,-155.680041,West,World Geodetic System 1984,2.8
20220906093025-979077935.218811,20220906093606-628751873.970032,HAVO,Wet Forest,Kahuku,2022,3,Rotational,52,150,19.137803,North,-155.679782,West,World Geodetic System 1984,2.8
20220906093025-979077935.218811,20220906093630-156302213.668823,HAVO,Wet Forest,Kahuku,2022,3,Rotational,52,200,19.137408,North,-155.679558,West,World Geodetic System 1984,2.8
